k;Nk;Pk;Logk;LokPk;;;
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1464;1
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1467;10
;0;0;#¡NUM!;#¡NUM!;;1467;10
;0;0;#¡NUM!;#¡NUM!;;1467;10
;0;0;#¡NUM!;#¡NUM!;;1467;10
;0;0;#¡NUM!;#¡NUM!;;1467;10
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1469;3
;0;0;#¡NUM!;#¡NUM!;;1469;3
;0;0;#¡NUM!;#¡NUM!;;1469;3
;0;0;#¡NUM!;#¡NUM!;;1471;5
;0;0;#¡NUM!;#¡NUM!;;1471;5
;0;0;#¡NUM!;#¡NUM!;;1471;5
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1472;18
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1473;22
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1476;6
;0;0;#¡NUM!;#¡NUM!;;1476;6
;0;0;#¡NUM!;#¡NUM!;;1476;6
;0;0;#¡NUM!;#¡NUM!;;1476;6
;0;0;#¡NUM!;#¡NUM!;;1476;6
;0;0;#¡NUM!;#¡NUM!;;1477;1
;0;0;#¡NUM!;#¡NUM!;;1478;8
;0;0;#¡NUM!;#¡NUM!;;1478;8
;0;0;#¡NUM!;#¡NUM!;;1478;8
;0;0;#¡NUM!;#¡NUM!;;1478;8
;0;0;#¡NUM!;#¡NUM!;;1479;4
;0;0;#¡NUM!;#¡NUM!;;1479;4
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1481;4
;0;0;#¡NUM!;#¡NUM!;;1482;8
;0;0;#¡NUM!;#¡NUM!;;1482;8
;0;0;#¡NUM!;#¡NUM!;;1482;8
;0;0;#¡NUM!;#¡NUM!;;1482;8
;0;0;#¡NUM!;#¡NUM!;;1482;8
;0;0;#¡NUM!;#¡NUM!;;1482;8
;0;0;#¡NUM!;#¡NUM!;;1483;8
;0;0;#¡NUM!;#¡NUM!;;1483;8
;0;0;#¡NUM!;#¡NUM!;;1483;8
;0;0;#¡NUM!;#¡NUM!;;1483;8
;0;0;#¡NUM!;#¡NUM!;;1483;8
;0;0;#¡NUM!;#¡NUM!;;1483;8
;0;0;#¡NUM!;#¡NUM!;;1483;8
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1488;10
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1490;4
;0;0;#¡NUM!;#¡NUM!;;1492;2
;0;0;#¡NUM!;#¡NUM!;;1492;2
;0;0;#¡NUM!;#¡NUM!;;1493;4
;0;0;#¡NUM!;#¡NUM!;;1493;4
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1498;2
;0;0;#¡NUM!;#¡NUM!;;1498;2
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1499;20
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1500;29
;0;0;#¡NUM!;#¡NUM!;;1501;3
;0;0;#¡NUM!;#¡NUM!;;1503;5
;0;0;#¡NUM!;#¡NUM!;;1503;5
;0;0;#¡NUM!;#¡NUM!;;1503;5
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1504;27
;0;0;#¡NUM!;#¡NUM!;;1505;5
;0;0;#¡NUM!;#¡NUM!;;1505;5
;0;0;#¡NUM!;#¡NUM!;;1506;2
;0;0;#¡NUM!;#¡NUM!;;1506;2
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1508;9
;0;0;#¡NUM!;#¡NUM!;;1508;9
;0;0;#¡NUM!;#¡NUM!;;1508;9
;0;0;#¡NUM!;#¡NUM!;;1508;9
;0;0;#¡NUM!;#¡NUM!;;1509;13
;0;0;#¡NUM!;#¡NUM!;;1509;13
;0;0;#¡NUM!;#¡NUM!;;1509;13
;0;0;#¡NUM!;#¡NUM!;;1511;5
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1513;3
;0;0;#¡NUM!;#¡NUM!;;1514;6
;0;0;#¡NUM!;#¡NUM!;;1514;6
;0;0;#¡NUM!;#¡NUM!;;1514;6
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1517;8
;0;0;#¡NUM!;#¡NUM!;;1517;8
;0;0;#¡NUM!;#¡NUM!;;1517;8
;0;0;#¡NUM!;#¡NUM!;;1517;8
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1521;3
;0;0;#¡NUM!;#¡NUM!;;1521;3
;0;0;#¡NUM!;#¡NUM!;;1521;3
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1523;7
;0;0;#¡NUM!;#¡NUM!;;1523;7
;0;0;#¡NUM!;#¡NUM!;;1523;7
;0;0;#¡NUM!;#¡NUM!;;1523;7
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1524;46
